-17.145230 ,3.048277 ,25.310868
-17.302902 ,2.093054 ,25.305002
-17.340025 ,2.182469 ,24.907424
-17.509936 ,2.695456 ,25.059164
-17.509936 ,2.695456 ,25.059164
-17.509936 ,2.695456 ,25.059164
-17.510091 ,2.227921 ,25.382625
-17.203281 ,2.229769 ,25.599008
-17.543530 ,1.997073 ,24.629454
-17.219824 ,2.909487 ,24.635505
-17.219824 ,2.909487 ,24.635505
-17.219824 ,2.909487 ,24.635505
-17.219824 ,2.909487 ,24.635505
-17.219824 ,2.909487 ,24.635505
-17.219824 ,2.909487 ,24.635505
-17.219824 ,2.909487 ,24.635505
-17.219824 ,2.909487 ,24.635505
-18.614582 ,1.208188 ,26.739283
-18.611060 ,1.914337 ,27.605647
-18.164610 ,1.915277 ,27.606806
-18.167154 ,1.109341 ,27.226311
-18.763450 ,1.109689 ,27.512212
-18.442236 ,0.792068 ,27.511227
-18.639366 ,1.210818 ,27.220143
-18.975876 ,1.539782 ,27.326180
-18.978409 ,0.937926 ,26.781021
-18.599446 ,0.938723 ,26.782004
-18.599446 ,0.938723 ,26.782004
-18.599446 ,0.938723 ,26.782004
-18.599446 ,0.938723 ,26.782004
-18.810780 ,1.709621 ,26.763753
-18.810763 ,1.049166 ,27.318275
-18.587539 ,1.049636 ,27.318854
-18.587539 ,1.049636 ,27.318854
-18.587539 ,1.049636 ,27.318854
-18.587539 ,1.049636 ,27.318854
-18.586782 ,1.131918 ,27.562545
-18.826524 ,1.129255 ,27.174972
-18.765244 ,0.627661 ,27.172264
-18.748502 ,0.721660 ,27.576365
-18.748908 ,0.838866 ,27.311705
-18.686410 ,0.839460 ,27.394785
-18.769121 ,1.011922 ,27.395557
-18.618108 ,0.938130 ,27.649799
-18.619335 ,1.166221 ,26.954611
-18.463597 ,1.166549 ,26.955015
-18.463597 ,1.166549 ,26.955015
-18.463597 ,1.166549 ,26.955015
-18.463597 ,1.166549 ,26.955015
-18.463597 ,1.166549 ,26.955015
-18.462236 ,1.169666 ,27.513333
-18.811013 ,0.694184 ,27.509715
-18.805182 ,0.652702 ,27.807988
-18.805885 ,0.457777 ,27.679735
-18.634842 ,0.457520 ,27.569622
-18.597498 ,0.953926 ,27.572555
-18.779018 ,1.125779 ,27.501209
-18.779238 ,1.162864 ,27.379811
-18.524866 ,1.163400 ,27.380471
-18.524866 ,1.163400 ,27.380471
-18.354373 ,2.579524 ,25.868891
-18.348783 ,2.592331 ,28.162968
-18.704631 ,1.188917 ,28.154029
-18.380063 ,1.618876 ,26.775402
-18.504684 ,1.312463 ,27.016548
-18.503444 ,1.342153 ,27.503157
-18.150437 ,1.342896 ,27.504073
-18.150437 ,1.342896 ,27.504073
-18.150437 ,1.342896 ,27.504073
-18.150437 ,1.342896 ,27.504073
-18.150437 ,1.342896 ,27.504073
-18.150437 ,1.342896 ,27.504073
-18.150437 ,1.342896 ,27.504073
-18.150437 ,1.342896 ,27.504073
-18.151436 ,0.578088 ,27.726335
-18.909484 ,0.576215 ,27.674617
-18.898566 ,0.840586 ,27.676156
-18.670418 ,0.980069 ,27.450907
-18.670474 ,0.700707 ,27.659362
-18.800700 ,0.699416 ,27.476605
-18.769597 ,0.677902 ,27.476562
-18.778346 ,0.901786 ,27.964256
-18.779524 ,0.968895 ,27.422923
-18.697137 ,0.967527 ,27.146744
-18.764132 ,1.210155 ,27.147957
-18.764132 ,1.210155 ,27.147957
-18.764132 ,1.210155 ,27.147957
-18.764132 ,1.210155 ,27.147957
-18.764132 ,1.210155 ,27.147957
-18.764132 ,1.210155 ,27.147957
-18.456464 ,0.826194 ,25.897300
-18.193800 ,-0.311076 ,25.979922
-18.468264 ,-0.310112 ,26.255603
