     TIME      |X ACCEL (m/s^2)|Y ACCEL (m/s^2)|Z ACCEL (m/s^2)|X ANG VEL (°/s)|Y ANG VEL (°/s)|Z ANG VEL (°/s)|   TEMP (°C)   |
06:59:13.013|-6.412109375000001|-8.6037109375|38.132910156250006|111.33587786259542|-21.603053435114504|-0.1450381679389313|17.188823529411767|
06:59:13.122|-3.2060546875000004|-12.0298828125|22.51416015625|127.23664122137404|-25.908396946564885|-2.6412213740458017|17.188823529411767|
06:59:13.230|-3.4357421875000003|-18.872656250000002|24.56220703125|121.09160305343511|-26.076335877862597|6.541984732824427|17.188823529411767|
06:59:13.338|-1.1915039062500001|-12.74287109375|34.735449218750006|126.91603053435115|-26.3206106870229|0.5343511450381679|  16.53   |
06:59:13.447|-9.64208984375|-15.001464843750002|22.667285156250003|120.33587786259542|-20.84732824427481|3.8244274809160306|17.28294117647059|
06:59:13.556|-3.7228515625000003|-7.670605468750001|21.83466796875|118.6030534351145|-22.374045801526716|-13.412213740458014|17.377058823529413|
06:59:13.665|-10.3263671875|-15.274218750000001|29.3234375|117.22137404580153|-28.03053435114504|-1.7709923664122138|16.624117647058824|
06:59:13.773|-5.7517578125|-20.15029296875|31.854785156250003|124.02290076335878|-24.96946564885496|-0.6412213740458015|16.624117647058824|
06:59:13.882|-7.263867187500001|-14.49423828125|29.548339843750004|119.31297709923665|-19.778625954198475|-4.900763358778626|  16.53   |
06:59:13.991|-7.1346679687500005|-15.288574218750002|20.997265625|113.5114503816794|-25.099236641221374|-7.282442748091603|16.718235294117648|
06:59:14.099|-10.4794921875|-7.1825195312500005|31.471972656250003|110.66412213740458|-28.374045801526716|2.5801526717557253|  16.53   |
06:59:14.207|-5.23974609375|-14.757421875|28.251562500000002|111.73282442748092|-28.19083969465649|2.5801526717557253|16.341764705882355|
06:59:14.316|-1.7178710937500001|-4.943066406250001|30.443164062500003|117.72519083969466|-27.51145038167939|0.4122137404580153|15.777058823529412|
06:59:14.425|-2.9189453125|-19.590429687500002|25.906835937500002|118.9618320610687|-34.57251908396947|-6.221374045801527|  16.53   |
06:59:14.533|-14.857910156250002|-10.74267578125|27.763476562500003|111.9618320610687|-26.045801526717558|-1.4885496183206106|16.718235294117648|
06:59:14.642|-5.608203125|-9.742578125000001|22.739062500000003|120.50381679389314|-28.717557251908396|-3.8244274809160306|17.188823529411767|
06:59:14.751|-2.966796875|-7.991210937500001|22.681640625|111.70992366412214|-23.15267175572519|-10.694656488549619|17.377058823529413|
06:59:14.858|-2.6270507812500004|-18.800878906250002|18.2697265625|126.20610687022901|-28.595419847328245|0.07633587786259542|17.28294117647059|
06:59:14.968|-1.67958984375|-18.6908203125|27.548144531250003|123.44274809160305|-24.709923664122137|-8.709923664122137|17.28294117647059|
06:59:15.076|-12.063378906250001|-6.067578125000001|31.744726562500002|116.32824427480917|-21.938931297709924|-4.587786259541985|17.094705882352944|
06:59:15.183|-6.35947265625|-19.102343750000003|19.236328125|124.8473282442748|-28.19083969465649|-2.4122137404580153|17.377058823529413|
06:59:15.292|-0.0095703125|-16.49921875|25.576660156250004|117.48091603053435|-27.763358778625953|-5.366412213740458|17.188823529411767|
06:59:15.400|-8.17783203125|-24.198535156250003|23.648242187500003|111.35114503816794|-25.66412213740458|0.916030534351145|17.28294117647059|
06:59:15.508|-11.560937500000001|-14.82919921875|28.897558593750002|119.03053435114504|-35.595419847328245|-3.450381679389313|17.188823529411767|
06:59:15.616|1.894921875|-5.804394531250001|25.820703125|109.9618320610687|-31.198473282442748|-0.7480916030534351|16.718235294117648|
06:59:15.726|-14.216699218750001|-16.0685546875|21.6671875|116.10687022900764|-28.740458015267176|-4.2748091603053435|17.188823529411767|
06:59:15.833|0.32539062500000004|-24.016699218750002|33.42431640625|113.22900763358778|-30.870229007633586|-7.282442748091603|17.188823529411767|
06:59:15.949|-10.460351562500001|-24.75361328125|25.30390625|123.19083969465649|-21.84732824427481|-3.0916030534351147|17.28294117647059|
06:59:16.057|-10.91015625|-10.393359375000001|24.590917968750002|116.26717557251908|-28.641221374045802|-6.824427480916031|17.377058823529413|
06:59:16.166|-1.3350585937500001|-15.159375|29.62490234375|125.27480916030534|-29.213740458015266|-4.9465648854961835|  16.53   |
06:59:16.275|-12.283496093750001|-11.19248046875|25.15078125|120.01526717557252|-29.31297709923664|-5.251908396946565|16.718235294117648|
06:59:16.383|3.9716796875000004|-10.508203125000001|24.820605468750003|123.81679389312977|-23.213740458015266|1.9694656488549618|  16.53   |
06:59:16.491|-0.18183593750000002|-12.36005859375|32.71611328125|116.6030534351145|-23.778625954198475|-6.801526717557252|16.624117647058824|
06:59:16.599|-9.101367187500001|-24.461718750000003|28.0697265625|114.4885496183206|-29.977099236641223|-2.984732824427481|16.624117647058824|
06:59:16.707|-4.17265625|-22.4328125|23.911425781250003|106.51908396946565|-29.221374045801525|-0.09923664122137404|17.753529411764706|
06:59:16.815|-3.8711914062500004|-23.85400390625|26.7873046875|132.35114503816794|-28.770992366412212|-1.4351145038167938|17.377058823529413|
06:59:16.924|-6.172851562500001|-7.168164062500001|26.23701171875|116.87786259541984|-29.076335877862597|-10.374045801526718|17.28294117647059|
06:59:17.032|9.10615234375|-9.704296875|26.7873046875|124.08396946564885|-28.893129770992367|-5.038167938931298|17.188823529411767|
06:59:17.139|-1.7513671875|-11.541796875000001|22.08828125|130.6412213740458|-30.31297709923664|3.66412213740458|17.188823529411767|
06:59:17.247|-9.484179687500001|-13.034765625|32.32373046875|113.54198473282443|-30.68702290076336|-5.114503816793893|17.28294117647059|
06:59:17.355|-5.91923828125|-5.3689453125|23.265429687500003|118.27480916030534|-31.290076335877863|-3.122137404580153|17.094705882352944|
06:59:17.464|-12.068164062500001|-15.6666015625|21.997363281250003|108.58778625954199|-26.14503816793893|-6.213740458015267|17.377058823529413|
06:59:17.572|-9.292773437500001|-23.07880859375|25.849414062500003|136.6946564885496|-28.198473282442748|1.450381679389313|  16.53   |
06:59:17.680|-4.91435546875|-6.364257812500001|32.1083984375|132.206106870229|-25.64885496183206|-4.625954198473282|16.624117647058824|
06:59:17.788|1.0431640625|-20.62880859375|27.682128906250004|110.16030534351145|-29.14503816793893|-2.5877862595419847|17.094705882352944|
06:59:17.896|-1.72744140625|-13.905664062500001|23.9736328125|110.37404580152672|-24.396946564885496|-9.282442748091603|16.624117647058824|
06:59:18.004|-8.120410156250001|-17.9826171875|32.1849609375|102.59541984732824|-31.396946564885496|-4.244274809160306|16.718235294117648|
06:59:18.113|-4.8521484375|-6.74228515625|24.342089843750003|114.3206106870229|-25.17557251908397|-5.770992366412214|16.624117647058824|
06:59:18.221|-5.1296875|-16.336523437500002|24.763183593750004|110.35114503816794|-29.297709923664122|-0.5419847328244275|  16.53   |
06:59:18.328|-5.09140625|-12.7955078125|23.361132812500003|124.1526717557252|-19.61832061068702|2.900763358778626|  16.53   |
06:59:18.436|-20.968554687500003|-14.862695312500001|31.68251953125|118.34351145038168|-35.02290076335878|4.091603053435114|15.965294117647058|
06:59:18.544|-14.867480468750001|-13.288378906250001|16.96337890625|102.82442748091603|-27.47328244274809|-2.7251908396946565|16.059411764705885|
06:59:18.651|5.014843750000001|-13.876953125000002|19.8009765625|116.7557251908397|-28.114503816793892|-3.9160305343511452|16.718235294117648|
06:59:18.760|-6.785351562500001|-13.1974609375|25.50966796875|111.0381679389313|-25.427480916030536|1.5877862595419847|  16.53   |
06:59:18.869|-9.704296875|-6.39775390625|26.672460937500002|113.42748091603053|-30.870229007633586|-9.610687022900763|  16.53   |
06:59:18.977|-4.344921875000001|-7.536621093750001|25.729785156250003|114.23664122137404|-29.52671755725191|-3.312977099236641|  16.53   |
06:59:19.084|-4.6224609375000005|-14.125781250000001|28.950195312500004|125.6030534351145|-29.625954198473284|-1.8931297709923665|16.435882352941178|
06:59:19.192|-7.0868164062500005|-11.2833984375|28.81142578125|123.3206106870229|-23.793893129770993|0.15267175572519084|16.718235294117648|
06:59:19.301|5.39287109375|-10.55126953125|32.625195312500004|127.9618320610687|-28.702290076335878|-1.0381679389312977|  16.53   |
06:59:19.409|-1.7130859375|-9.82392578125|19.02578125|125.21374045801527|-29.641221374045802|-2.404580152671756|  16.53   |
